시도,군구,주소,충전소명,시설구분(대),시설구분(소),기종(대),기종(소),운영기관(대),운영기관(소),급속충전량,충전기타입,이용자제한,위도경도
충청남도,태안군,충청남도 태안군 안면읍 창기리 1304-6,태안해안국립공원 삼봉주차장,관광시설,공원,급속,급속(50kW),환경부,환경부(협회),급속(50kW),DC차데모+AC3상+DC콤보,이용가능,"36.5710641,126.3165072"
충청남도,태안군,충청남도 태안군 안면읍 창기리 1304-6,태안해안국립공원 삼봉주차장,관광시설,공원,급속,급속(50kW),환경부,환경부(협회),급속(50kW),DC차데모+AC3상+DC콤보,이용가능,"36.5710641,126.3165072"
충청남도,태안군,충청남도 태안군 원북면 방갈리 515-79,태안해안국립공원 학암포야영장,관광시설,공원,급속,급속(50kW),환경부,환경부(협회),급속(50kW),DC차데모+AC3상+DC콤보,이용가능,"36.896882,126.206457"
충청남도,태안군,충청남도 태안군 원북면 방갈리 515-79,태안해안국립공원 학암포야영장,관광시설,공원,급속,급속(50kW),환경부,환경부(협회),급속(50kW),DC차데모+AC3상+DC콤보,이용가능,"36.896882,126.206457"
충청북도,진천군,충청북도 진천군 진광로487,동우주유소,상업시설,주유소,급속,급속(50kW),환경부,환경부(협회),급속(50kW),DC차데모+AC3상+DC콤보,이용가능,"36.9062681,127.4378852"
충청북도,청주시,충청북도 청주시 흥덕구 휴암동 338,푸르미스포츠센터,공공시설,지자체시설,급속,급속(50kW),환경부,환경부(협회),급속(50kW),DC차데모+AC3상+DC콤보,이용가능,"36.6218494,127.4038218"
충청북도,청주시,충청북도 청주시 흥덕구 휴암동 338,푸르미스포츠센터,공공시설,지자체시설,급속,급속(50kW),환경부,환경부(협회),급속(50kW),DC차데모+AC3상+DC콤보,이용가능,"36.6218494,127.4038218"
충청북도,청주시,충청북도 청주시 서원구 분평동 1252,청주분평동주민센터,공공시설,지자체시설,급속,급속(50kW),환경부,환경부(협회),급속(50kW),DC차데모+AC3상+DC콤보,이용가능,"36.6088391,127.4889910"
충청북도,보은군,충청북도 보은군 속리산면 법주사로 84,속리산국립공원사무소,공공시설,공공기관,급속,급속(50kW),환경부,환경부(협회),급속(50kW),DC차데모+AC3상+DC콤보,이용가능,"36.5173,127.817459"
충청북도,보은군,충청북도 보은군 속리산면 법주사로 84,속리산국립공원사무소,공공시설,공공기관,급속,급속(50kW),환경부,환경부(협회),급속(50kW),DC차데모+AC3상+DC콤보,이용가능,"36.5173,127.817459"
충청북도,괴산군,충청북도 괴산군 칠성면 쌍곡로 209,속리산국립공원사무소 쌍곡분소,공공시설,공공기관,급속,급속(50kW),환경부,환경부(협회),급속(50kW),DC차데모+AC3상+DC콤보,이용가능,"36.764339,127.888316"
충청북도,괴산군,충청북도 괴산군 칠성면 쌍곡로 209,속리산국립공원사무소 쌍곡분소,공공시설,공공기관,급속,급속(50kW),환경부,환경부(협회),급속(50kW),DC차데모+AC3상+DC콤보,이용가능,"36.764339,127.888316"
충청북도,제천시,충청북도 제천시 한수면 미륵송계로 1647,월악산국립공원사무소 송계분소,공공시설,공공기관,급속,급속(50kW),환경부,환경부(협회),급속(50kW),DC차데모+AC3상+DC콤보,이용가능,"36.887027,128.078541"
